                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    211,                0.68092,                 1.5489,                0.55653,                0.93605,                0.89628,                0.89855,                0.93908,                0.81405,                0.90442,                0.83493,                0.89922,                0.66052,                0.57541,                 1.3997,                0.42423,                0.85726,             3.6926e-05,             3.6926e-05,             3.6926e-05
                    212,                0.70521,                 1.6106,                0.57443,                0.94817,                0.89602,                0.89767,                0.93972,                0.81209,                0.89696,                0.85441,                0.90695,                0.66177,                0.57696,                 1.3967,                0.42402,                0.85758,             3.6533e-05,             3.6533e-05,             3.6533e-05
                    213,                0.69925,                 1.6017,                0.55777,                0.94522,                0.89357,                0.90162,                0.94029,                0.81154,                0.90014,                0.85563,                0.90771,                0.66086,                0.57624,                 1.3906,                0.42448,                0.85737,              3.614e-05,              3.614e-05,              3.614e-05
                    214,                0.71017,                 1.7108,                0.57917,                0.94669,                0.88887,                0.90462,                0.94046,                0.80974,                 0.9014,                0.86066,                0.90869,                0.66305,                0.57662,                 1.3891,                0.42434,                0.85719,             3.5748e-05,             3.5748e-05,             3.5748e-05
                    215,                0.73811,                 1.7671,                0.60333,                 0.9484,                0.89078,                0.90402,                 0.9409,                0.81147,                0.89153,                 0.8617,                0.90609,                0.66291,                0.57608,                 1.3891,                0.42514,                0.85717,             3.5355e-05,             3.5355e-05,             3.5355e-05
                    216,                0.71588,                 1.6513,                   0.59,                0.93343,                0.89855,                0.89892,                0.94096,                0.81258,                0.88322,                0.86622,                0.90445,                0.66111,                0.57441,                 1.3901,                0.42445,                0.85685,             3.4962e-05,             3.4962e-05,             3.4962e-05
                    217,                 0.6667,                 1.5846,                0.57476,                 0.9344,                 0.9232,                0.87691,                0.93948,                0.81098,                0.88343,                0.86693,                0.90509,                0.66485,                0.57406,                 1.3901,                0.42552,                0.85646,              3.457e-05,              3.457e-05,              3.457e-05
                    218,                0.71394,                 1.6152,                0.58284,                 0.9321,                0.92532,                0.88032,                0.93957,                0.80842,                0.88987,                0.87436,                0.90783,                0.66588,                0.57431,                 1.3909,                0.42457,                0.85633,             3.4177e-05,             3.4177e-05,             3.4177e-05
                    219,                0.69612,                 1.6311,                0.56594,                0.95686,                0.91667,                0.88838,                0.93837,                0.80783,                0.88144,                0.87684,                 0.9076,                0.66849,                0.57356,                 1.3905,                0.42375,                 0.8564,             3.3784e-05,             3.3784e-05,             3.3784e-05
                    220,                0.71045,                 1.6168,                0.57122,                0.93861,                0.89507,                0.90084,                0.93158,                0.80546,                0.87569,                0.88156,                 0.9082,                0.66937,                0.57368,                 1.3889,                0.42399,                0.85669,             3.3391e-05,             3.3391e-05,             3.3391e-05
                    221,                0.67524,                 1.5678,                 0.5503,                0.92659,                0.90335,                0.90026,                0.93926,                 0.8138,                0.87961,                0.87948,                0.91282,                0.67597,                0.57407,                 1.3871,                0.42546,                 0.8569,             3.2999e-05,             3.2999e-05,             3.2999e-05
                    222,                0.70656,                 1.6318,                0.57399,                0.93619,                 0.9083,                0.89835,                 0.9399,                0.81096,                0.88561,                0.87849,                0.91312,                0.67678,                0.57503,                 1.3854,                0.42577,                0.85683,             3.2606e-05,             3.2606e-05,             3.2606e-05
                    223,                0.69216,                  1.578,                0.54546,                0.93664,                0.91163,                0.89615,                0.94065,                0.81137,                0.89219,                0.87568,                0.91521,                0.67556,                0.57272,                 1.3849,                0.42519,                 0.8563,             3.2213e-05,             3.2213e-05,             3.2213e-05
                    224,                0.68738,                 1.6413,                0.56474,                 0.9336,                0.90911,                0.90091,                0.94086,                0.81219,                0.89248,                0.87468,                0.91293,                0.67748,                0.57044,                 1.3849,                0.42509,                0.85566,             3.1821e-05,             3.1821e-05,             3.1821e-05
                    225,                0.69118,                 1.5826,                0.56585,                0.94931,                0.91063,                0.90344,                0.94102,                0.81258,                0.89152,                0.87644,                 0.9137,                0.67441,                0.56969,                 1.3859,                0.42549,                 0.8556,             3.1428e-05,             3.1428e-05,             3.1428e-05
                    226,                0.68692,                 1.6223,                0.55392,                0.94339,                0.91492,                0.89928,                 0.9404,                0.81329,                0.89297,                0.87665,                0.91284,                0.67384,                0.56957,                 1.3871,                0.42585,                0.85544,             3.1035e-05,             3.1035e-05,             3.1035e-05
                    227,                0.69523,                 1.6017,                0.54425,                0.94186,                 0.9183,                0.90001,                0.94061,                0.81581,                0.89417,                0.87649,                 0.9128,                0.67277,                0.56852,                 1.3878,                0.42394,                0.85519,             3.0643e-05,             3.0643e-05,             3.0643e-05
                    228,                0.69103,                 1.5874,                0.56971,                 0.9504,                0.91459,                0.89964,                0.94062,                0.81499,                0.89455,                0.87474,                0.91364,                0.67261,                0.57017,                 1.3883,                0.42346,                0.85562,              3.025e-05,              3.025e-05,              3.025e-05
                    229,                0.69153,                  1.642,                0.56734,                0.94598,                0.91295,                0.89951,                0.94036,                 0.8164,                0.88817,                0.87721,                0.91393,                0.67208,                 0.5703,                 1.3898,                0.42481,                0.85586,             2.9857e-05,             2.9857e-05,             2.9857e-05
                    230,                0.67399,                 1.5221,                0.55269,                0.92852,                0.91327,                0.90094,                0.94008,                0.81624,                0.88748,                0.87779,                0.91366,                0.67005,                0.57014,                 1.3892,                0.42424,                0.85587,             2.9464e-05,             2.9464e-05,             2.9464e-05
                    231,                0.69827,                 1.6438,                0.57157,                0.94689,                0.91045,                0.89964,                0.93909,                0.81697,                 0.8843,                0.87623,                0.91297,                0.66884,                0.56974,                  1.389,                0.42421,                0.85562,             2.9072e-05,             2.9072e-05,             2.9072e-05
                    232,                 0.7146,                 1.6341,                0.56175,                0.94886,                0.91696,                0.89811,                0.93957,                0.81879,                0.88802,                0.86948,                0.90821,                0.66646,                0.56792,                 1.3883,                0.42245,                0.85547,             2.8679e-05,             2.8679e-05,             2.8679e-05
                    233,                0.71157,                 1.6225,                 0.5617,                0.93459,                0.91855,                0.90135,                0.94034,                0.81778,                0.90405,                0.86925,                0.91519,                0.66971,                0.56673,                 1.3865,                0.42092,                0.85524,             2.8286e-05,             2.8286e-05,             2.8286e-05
                    234,                0.70812,                  1.586,                 0.5646,                0.94623,                0.91718,                    0.9,                0.93961,                0.81789,                0.89901,                0.86232,                0.90958,                0.66718,                0.56579,                 1.3863,                 0.4208,                0.85498,             2.7894e-05,             2.7894e-05,             2.7894e-05
                    235,                0.64788,                 1.5617,                0.52749,                0.92839,                 0.9176,                0.89959,                0.94053,                0.81722,                0.89301,                0.86088,                0.90627,                0.66724,                0.56524,                  1.385,                0.41998,                0.85433,             2.7501e-05,             2.7501e-05,             2.7501e-05
                    236,                0.65813,                 1.5497,                0.53943,                 0.9226,                0.91453,                0.89834,                0.94073,                0.81767,                0.88866,                 0.8655,                0.91042,                0.67056,                0.56538,                 1.3869,                0.41869,                0.85409,             2.7108e-05,             2.7108e-05,             2.7108e-05
                    237,                0.65863,                 1.5545,                 0.5382,                0.92784,                0.91441,                0.89345,                0.94032,                0.81416,                0.89252,                0.86078,                0.90903,                0.67226,                0.56468,                 1.3838,                0.41686,                0.85377,             2.6716e-05,             2.6716e-05,             2.6716e-05
                    238,                0.69118,                 1.6034,                0.59019,                0.93885,                0.92218,                0.89028,                0.93929,                 0.8161,                0.88965,                0.86097,                0.90375,                0.67331,                0.56643,                 1.3811,                0.41699,                0.85351,             2.6323e-05,             2.6323e-05,             2.6323e-05
                    239,                0.65579,                 1.5149,                 0.5368,                0.93504,                0.92147,                0.89141,                0.94084,                0.81813,                0.89042,                0.86304,                 0.9077,                0.67067,                0.56514,                 1.3819,                0.41669,                0.85309,              2.593e-05,              2.593e-05,              2.593e-05
                    240,                0.68846,                 1.6277,                0.55695,                0.94371,                0.91836,                0.89377,                0.94083,                0.81855,                0.88452,                0.86286,                0.90263,                0.67069,                 0.5645,                 1.3804,                0.41625,                 0.8531,             2.5537e-05,             2.5537e-05,             2.5537e-05
                    241,                0.64579,                 1.5219,                0.53894,                0.93529,                 0.9129,                0.89819,                 0.9403,                0.82071,                0.88067,                0.86821,                0.90279,                0.67207,                0.56272,                 1.3799,                0.41489,                0.85303,             2.5145e-05,             2.5145e-05,             2.5145e-05
                    242,                0.68363,                  1.623,                0.54508,                0.91771,                0.89788,                0.90602,                0.94086,                0.82463,                0.86446,                0.87409,                0.90466,                0.66895,                0.56285,                   1.38,                0.41445,                0.85304,             2.4752e-05,             2.4752e-05,             2.4752e-05
                    243,                0.70452,                 1.5997,                0.55849,                0.92714,                0.89417,                0.90827,                0.94039,                0.82355,                0.85873,                0.87444,                0.90327,                0.66942,                0.56291,                 1.3799,                0.41546,                0.85295,             2.4359e-05,             2.4359e-05,             2.4359e-05
                    244,                0.64867,                 1.5518,                0.54709,                0.94554,                0.89486,                0.91107,                0.94156,                0.82493,                0.86427,                0.88374,                 0.9124,                0.67185,                0.56249,                 1.3792,                0.41535,                0.85286,             2.3967e-05,             2.3967e-05,             2.3967e-05
                    245,                0.69584,                 1.6072,                0.56871,                0.94093,                 0.8936,                0.91164,                0.94148,                  0.825,                 0.8692,                0.88147,                0.91102,                0.67234,                0.56164,                 1.3772,                0.41571,                0.85303,             2.3574e-05,             2.3574e-05,             2.3574e-05
                    246,                0.68426,                   1.57,                0.55669,                 0.9483,                0.89293,                0.91161,                0.94113,                0.82369,                0.86333,                0.88298,                0.91125,                0.67258,                0.56054,                 1.3785,                0.41687,                0.85272,             2.3181e-05,             2.3181e-05,             2.3181e-05
                    247,                0.65535,                 1.5284,                0.52778,                0.92672,                0.88723,                0.91314,                0.94115,                0.82504,                0.85622,                0.88374,                0.91166,                0.67364,                0.56044,                  1.378,                0.41679,                0.85249,             2.2789e-05,             2.2789e-05,             2.2789e-05
                    248,                0.65175,                 1.5226,                0.54909,                0.92343,                0.87774,                0.91202,                0.94038,                 0.8249,                0.85532,                0.88027,                0.91019,                0.67221,                0.56147,                 1.3785,                0.41724,                0.85277,             2.2396e-05,             2.2396e-05,             2.2396e-05
                    249,                0.69862,                 1.6132,                0.55106,                0.94112,                0.87708,                0.91361,                0.94062,                0.82466,                0.89743,                0.85043,                0.90737,                0.67035,                 0.5609,                 1.3782,                0.41685,                0.85281,             2.2003e-05,             2.2003e-05,             2.2003e-05
                    250,                0.65574,                 1.5693,                0.55176,                0.93224,                 0.9276,                0.87945,                0.94048,                0.82526,                0.89822,                0.84921,                0.90583,                0.67231,                 0.5588,                 1.3788,                0.41661,                0.85243,              2.161e-05,              2.161e-05,              2.161e-05
                    251,                0.67529,                 1.5774,                0.54888,                0.92384,                0.92394,                0.88295,                0.94088,                0.82321,                0.89931,                0.84327,                 0.9036,                 0.6718,                0.55774,                 1.3804,                0.41629,                0.85233,             2.1218e-05,             2.1218e-05,             2.1218e-05
                    252,                0.68956,                 1.5759,                 0.5525,                0.94308,                 0.8782,                0.91514,                0.94083,                0.82328,                0.90258,                0.84413,                0.90624,                0.67375,                0.55837,                 1.3812,                0.41798,                 0.8523,             2.0825e-05,             2.0825e-05,             2.0825e-05
                    253,                0.65007,                 1.5096,                0.51472,                0.92504,                0.87936,                 0.9155,                0.94073,                 0.8262,                0.89968,                0.84253,                0.90528,                0.67322,                0.55593,                 1.3813,                 0.4172,                0.85192,             2.0432e-05,             2.0432e-05,             2.0432e-05
                    254,                0.69954,                 1.5969,                0.57364,                 0.9432,                0.88658,                0.91401,                0.94084,                0.82839,                0.85653,                0.87292,                0.90415,                0.67234,                0.55529,                 1.3798,                0.41541,                0.85178,              2.004e-05,              2.004e-05,              2.004e-05
                    255,                0.66766,                 1.5251,                0.55853,                0.92871,                0.89244,                0.91222,                0.94034,                0.82472,                0.85854,                0.87374,                0.90446,                0.67063,                0.55585,                 1.3794,                0.41542,                0.85166,             1.9647e-05,             1.9647e-05,             1.9647e-05
                    256,                0.63387,                 1.4902,                0.51343,                0.92001,                0.89182,                0.91033,                0.94026,                0.82352,                0.85905,                0.87718,                0.90822,                0.67308,                0.55568,                 1.3783,                0.41528,                0.85154,             1.9254e-05,             1.9254e-05,             1.9254e-05
                    257,                0.63826,                 1.5236,                0.51073,                0.91808,                0.89203,                0.90795,                0.94011,                0.82391,                 0.8602,                0.87589,                0.90744,                0.67427,                0.55441,                 1.3766,                0.41238,                0.85127,             1.8862e-05,             1.8862e-05,             1.8862e-05
                    258,                0.69188,                 1.5915,                0.55661,                0.94131,                0.90099,                0.90568,                0.93987,                 0.8244,                0.86983,                0.87595,                0.90903,                0.67339,                0.55379,                 1.3773,                0.41161,                0.85105,             1.8469e-05,             1.8469e-05,             1.8469e-05
                    259,                0.66387,                 1.5362,                0.54349,                0.93558,                0.90655,                0.90218,                0.93993,                0.82401,                0.87508,                0.87267,                0.90682,                0.67182,                0.55265,                 1.3756,                0.41216,                0.85081,             1.8076e-05,             1.8076e-05,             1.8076e-05
                    260,                0.67797,                 1.5508,                0.53922,                0.92028,                 0.9147,                0.89495,                0.93998,                0.82594,                0.88475,                0.86745,                0.90772,                0.67284,                0.55215,                 1.3717,                0.41111,                 0.8506,             1.7683e-05,             1.7683e-05,             1.7683e-05
                    261,                0.69309,                 1.6485,                0.54923,                0.92784,                0.91637,                0.89445,                0.94005,                0.82611,                0.88354,                0.86498,                0.90609,                0.67265,                0.55101,                   1.37,                 0.4106,                0.85039,             1.7291e-05,             1.7291e-05,             1.7291e-05
                    262,                 0.6654,                 1.5523,                0.53636,                0.92587,                0.92085,                0.89435,                0.94099,                0.82702,                0.88768,                0.86465,                0.90805,                0.67637,                0.55026,                 1.3692,                0.41101,                0.85018,             1.6898e-05,             1.6898e-05,             1.6898e-05
                    263,                0.66018,                 1.5804,                0.52464,                0.92881,                0.91985,                0.89829,                0.94053,                0.82683,                0.88771,                0.86918,                0.91072,                0.67532,                0.54969,                 1.3691,                0.41075,                0.84978,             1.6505e-05,             1.6505e-05,             1.6505e-05
                    264,                0.63726,                 1.4957,                0.52344,                0.92276,                0.91611,                0.89903,                0.93701,                0.82477,                0.88149,                0.86782,                0.90644,                0.67404,                0.54818,                 1.3675,                0.41157,                0.84913,             1.6113e-05,             1.6113e-05,             1.6113e-05
                    265,                0.66872,                 1.5508,                0.54469,                0.93826,                0.91656,                0.89901,                0.93726,                 0.8237,                0.88172,                0.86774,                  0.906,                0.67325,                0.54849,                 1.3683,                0.41101,                0.84917,              1.572e-05,              1.572e-05,              1.572e-05
                    266,                0.66157,                 1.5835,                0.54864,                0.93817,                 0.9059,                0.90351,                0.93774,                0.82591,                0.86979,                0.87007,                0.90502,                0.67207,                0.54928,                 1.3682,                0.41173,                0.84918,             1.5327e-05,             1.5327e-05,             1.5327e-05
                    267,                0.69666,                 1.6383,                 0.5521,                0.94139,                 0.9037,                0.90446,                0.93788,                0.82299,                0.87025,                0.87302,                0.90607,                0.67298,                 0.5496,                 1.3673,                0.41142,                0.84915,             1.4935e-05,             1.4935e-05,             1.4935e-05
                    268,                0.69856,                  1.672,                 0.5681,                0.93814,                0.89612,                0.90695,                0.93748,                0.82224,                0.86536,                0.87794,                0.90822,                0.67575,                0.54913,                 1.3663,                0.41121,                0.84896,             1.4542e-05,             1.4542e-05,             1.4542e-05
                    269,                0.66683,                 1.5636,                0.54208,                0.92755,                0.89226,                0.90934,                0.93752,                0.82487,                0.86146,                   0.88,                0.90878,                0.67609,                 0.5492,                  1.364,                 0.4116,                0.84894,             1.4149e-05,             1.4149e-05,             1.4149e-05
                    270,                0.67336,                 1.5463,                0.56554,                0.93593,                0.89432,                0.90857,                0.93731,                0.82372,                0.86783,                0.88345,                0.91227,                0.67626,                0.54849,                  1.363,                0.41043,                0.84885,             1.3756e-05,             1.3756e-05,             1.3756e-05
                    271,                0.66201,                 1.5688,                0.54197,                 0.9266,                0.89358,                0.90966,                0.93782,                 0.8226,                0.86419,                0.88207,                0.91045,                0.67829,                0.54835,                 1.3619,                0.40938,                0.84894,             1.3364e-05,             1.3364e-05,             1.3364e-05
                    272,                0.65187,                 1.5464,                0.52181,                0.92297,                0.89751,                0.90936,                0.93826,                0.82434,                0.86788,                0.88169,                0.91092,                0.67995,                0.54814,                 1.3611,                0.40857,                0.84905,             1.2971e-05,             1.2971e-05,             1.2971e-05
                    273,                0.66155,                 1.5924,                0.54757,                 0.9306,                0.89591,                0.91012,                0.93848,                0.82593,                0.86629,                0.88227,                0.91155,                0.67921,                0.54779,                 1.3608,                0.40755,                0.84913,             1.2578e-05,             1.2578e-05,             1.2578e-05
                    274,                0.63288,                 1.4887,                 0.5258,                 0.9263,                0.89724,                0.90906,                0.93853,                0.82324,                0.86993,                0.88317,                0.91268,                0.67949,                0.54816,                 1.3615,                0.40728,                0.84909,             1.2186e-05,             1.2186e-05,             1.2186e-05
                    275,                 0.6672,                 1.5528,                0.53513,                0.94053,                0.89196,                0.91056,                0.93829,                0.82403,                0.86101,                0.88118,                0.90927,                0.67992,                0.54729,                 1.3615,                0.40639,                0.84883,             1.1793e-05,             1.1793e-05,             1.1793e-05
                    276,                0.67363,                 1.5736,                0.53571,                0.92601,                0.88934,                0.91125,                0.93821,                0.82598,                0.85746,                0.88079,                0.90773,                0.67929,                 0.5476,                 1.3621,                0.40601,                0.84884,               1.14e-05,               1.14e-05,               1.14e-05
                    277,                0.66025,                 1.5186,                0.53198,                0.91391,                0.89538,                0.90997,                0.93853,                0.82652,                0.86115,                0.87826,                0.90653,                0.67887,                0.54643,                 1.3602,                0.40516,                0.84843,             1.1008e-05,             1.1008e-05,             1.1008e-05
                    278,                0.64956,                 1.5534,                0.54007,                0.93683,                0.89537,                0.90941,                0.93894,                0.82468,                0.86531,                0.88157,                0.91174,                0.67954,                0.54574,                 1.3603,                0.40533,                0.84812,             1.0615e-05,             1.0615e-05,             1.0615e-05
                    279,                 0.6254,                 1.4859,                0.50233,                0.91871,                0.90056,                0.90925,                0.93993,                0.82608,                0.86752,                0.87933,                 0.9093,                0.67895,                0.54562,                 1.3616,                0.40604,                0.84825,             1.0222e-05,             1.0222e-05,             1.0222e-05
                    280,                0.68724,                 1.5796,                0.55011,                 0.9387,                0.90907,                0.90919,                 0.9421,                0.82769,                 0.8732,                0.87717,                0.90864,                0.67762,                0.54501,                 1.3598,                0.40472,                0.84825,             9.8294e-06,             9.8294e-06,             9.8294e-06
                    281,                0.66739,                 1.5809,                   0.55,                0.93391,                0.90923,                0.90702,                0.94139,                0.82752,                0.87675,                0.87787,                0.91025,                0.68136,                0.54498,                 1.3586,                0.40561,                0.84793,             9.4367e-06,             9.4367e-06,             9.4367e-06
                    282,                0.66675,                 1.6588,                0.54643,                0.93555,                0.91154,                0.90655,                0.94131,                0.82881,                0.87862,                 0.8771,                 0.9101,                0.67901,                0.54393,                  1.357,                0.40478,                0.84803,              9.044e-06,              9.044e-06,              9.044e-06
                    283,                0.66837,                  1.578,                0.55202,                0.91715,                0.91183,                0.90569,                0.94113,                0.82769,                0.87941,                0.87668,                 0.9093,                0.68009,                0.54342,                 1.3569,                0.40491,                0.84784,             8.6513e-06,             8.6513e-06,             8.6513e-06
                    284,                0.67234,                 1.5589,                0.56109,                0.94194,                0.91452,                 0.9041,                0.94121,                0.82903,                0.88257,                0.87567,                0.90909,                0.68002,                0.54343,                 1.3566,                0.40506,                0.84788,             8.2586e-06,             8.2586e-06,             8.2586e-06
                    285,                0.66413,                 1.5469,                0.52494,                0.92197,                0.91395,                0.90467,                0.94151,                0.82923,                0.88114,                0.87535,                0.90919,                0.67898,                 0.5418,                 1.3565,                0.40366,                0.84756,             7.8659e-06,             7.8659e-06,             7.8659e-06
                    286,                0.67626,                 1.5291,                0.54254,                0.93777,                0.91624,                0.90394,                0.94118,                0.82754,                0.88422,                0.87544,                0.90926,                0.67723,                0.54268,                 1.3562,                0.40408,                0.84763,             7.4732e-06,             7.4732e-06,             7.4732e-06
                    287,                0.66066,                 1.5281,                0.52625,                 0.9311,                 0.9179,                0.90292,                0.94138,                0.82827,                0.88597,                0.87458,                0.91007,                0.68015,                0.54243,                 1.3574,                0.40439,                0.84749,             7.0805e-06,             7.0805e-06,             7.0805e-06
                    288,                0.67559,                 1.5984,                0.56004,                0.93066,                0.92358,                0.90081,                0.94111,                0.82867,                0.89148,                0.87258,                0.91055,                0.68014,                0.54372,                 1.3583,                0.40528,                 0.8476,             6.6878e-06,             6.6878e-06,             6.6878e-06
                    289,                0.69187,                  1.628,                0.56154,                0.93318,                0.93108,                0.89659,                0.94121,                0.82751,                0.89843,                0.86819,                0.91045,                0.67833,                0.54432,                 1.3585,                 0.4052,                0.84778,             6.2951e-06,             6.2951e-06,             6.2951e-06
                    290,                0.66353,                 1.5026,                0.55235,                0.93206,                0.93363,                0.89435,                0.94143,                0.82772,                0.90119,                0.86594,                0.91045,                0.67845,                0.54412,                 1.3582,                0.40555,                0.84778,             5.9024e-06,             5.9024e-06,             5.9024e-06
                    291,                0.73138,                 1.7367,                0.62426,                0.93384,                0.91773,                0.90176,                0.94083,                0.82449,                0.88808,                0.87508,                0.91259,                0.67853,                 0.5483,                 1.3677,                0.40986,                0.84785,             5.5097e-06,             5.5097e-06,             5.5097e-06
                    292,                0.74922,                 1.7374,                0.64732,                0.93737,                 0.8846,                 0.9101,                0.93914,                0.81863,                0.85963,                  0.886,                0.91464,                0.67227,                0.55962,                 1.3845,                 0.4185,                0.85011,              5.117e-06,              5.117e-06,              5.117e-06
                    293,                0.73557,                 1.7057,                0.62171,                0.95725,                0.91865,                  0.879,                0.93825,                0.81439,                0.89921,                 0.8622,                0.91951,                0.67082,                0.57099,                 1.4029,                0.42507,                0.85277,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    294,                0.75622,                 1.7262,                0.64378,                0.95352,                0.86607,                0.91492,                0.93849,                0.80724,                0.84125,                0.89296,                0.91373,                0.66061,                0.58145,                 1.4215,                0.43278,                0.85556,             4.3316e-06,             4.3316e-06,             4.3316e-06
                    295,                0.72479,                 1.7263,                0.60736,                0.93351,                 0.8827,                0.90377,                0.93725,                0.80549,                0.85772,                0.88165,                0.91018,                0.65641,                0.59145,                 1.4382,                0.43936,                0.85819,             3.9389e-06,             3.9389e-06,             3.9389e-06
                    296,                0.75534,                 1.6893,                0.60568,                0.95254,                0.89344,                0.89315,                0.93717,                0.80308,                0.86869,                0.87235,                 0.9096,                 0.6528,                0.59676,                 1.4484,                0.44443,                0.85985,             3.5462e-06,             3.5462e-06,             3.5462e-06
                    297,                0.71805,                  1.631,                0.58258,                 0.9315,                0.90963,                 0.8828,                0.93768,                0.80247,                0.88002,                0.85828,                 0.9076,                0.64813,                0.60466,                 1.4618,                0.44958,                0.86199,             3.1535e-06,             3.1535e-06,             3.1535e-06
                    298,                0.76476,                 1.7714,                0.66243,                0.96178,                0.91417,                0.87412,                0.93667,                0.79834,                0.89072,                0.84609,                0.90522,                  0.646,                0.61304,                 1.4766,                0.45501,                0.86429,             2.7608e-06,             2.7608e-06,             2.7608e-06
                    299,                0.73397,                 1.7079,                0.58727,                0.94329,                0.91964,                0.86923,                0.93693,                0.79723,                0.89717,                0.84175,                0.90705,                 0.6458,                0.61752,                 1.4843,                0.45814,                 0.8657,             2.3681e-06,             2.3681e-06,             2.3681e-06
                    300,                0.72025,                 1.6274,                0.59188,                0.94473,                0.92009,                0.86912,                0.93677,                0.79647,                0.89021,                0.84368,                0.90463,                0.64471,                0.61535,                   1.48,                0.45734,                0.86537,             1.9754e-06,             1.9754e-06,             1.9754e-06
