                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.76017,                 1.7266,                0.62243,                0.97155,                0.90345,                0.85666,                0.91686,                0.77501,                0.90062,                0.79953,                 0.8791,                0.62543,                0.66755,                 1.5709,                0.49067,                0.89628,             7.8552e-05,             7.8552e-05,             7.8552e-05
                    106,                0.76568,                 1.7532,                0.64871,                0.96411,                0.89214,                0.86129,                0.91661,                0.77772,                0.91368,                0.79138,                0.87861,                0.62694,                0.66503,                 1.5724,                0.48839,                0.89509,             7.8159e-05,             7.8159e-05,             7.8159e-05
                    107,                 0.7611,                 1.7329,                  0.632,                0.96209,                0.90914,                0.85045,                0.91711,                 0.7734,                0.91849,                0.79416,                0.88018,                0.62745,                0.66628,                 1.5816,                0.48928,                0.89459,             7.7766e-05,             7.7766e-05,             7.7766e-05
                    108,                0.78524,                 1.8015,                0.65266,                0.96991,                0.89679,                0.86799,                 0.9114,                0.76944,                0.87059,                 0.8327,                0.87507,                0.61973,                0.66728,                  1.577,                0.49004,                0.89424,             7.7374e-05,             7.7374e-05,             7.7374e-05
                    109,                 0.7257,                 1.7105,                0.63169,                0.96728,                0.90719,                0.86737,                0.91519,                0.77023,                0.87832,                0.83152,                 0.8771,                0.62528,                0.66568,                 1.5729,                0.49125,                0.89352,             7.6981e-05,             7.6981e-05,             7.6981e-05
                    110,                0.80458,                 1.8441,                0.66227,                0.98516,                0.90566,                0.86945,                0.91392,                0.76832,                0.87581,                0.83949,                0.88226,                0.62629,                0.66701,                 1.5701,                0.49528,                0.89342,             7.6588e-05,             7.6588e-05,             7.6588e-05
                    111,                0.76646,                 1.7801,                0.65824,                0.96844,                0.91781,                0.86563,                0.92188,                0.77436,                0.88355,                0.83682,                0.88782,                0.63139,                 0.6684,                 1.5649,                0.49949,                0.89333,             7.6196e-05,             7.6196e-05,             7.6196e-05
                    112,                 0.7749,                 1.7286,                0.65709,                0.97746,                0.92288,                0.86639,                0.92237,                0.77267,                0.88837,                0.83804,                0.88536,                0.62669,                0.66762,                 1.5588,                0.49896,                0.89217,             7.5803e-05,             7.5803e-05,             7.5803e-05
                    113,                0.73842,                 1.6609,                0.60691,                0.95849,                0.90948,                0.87618,                0.92199,                0.77163,                0.87459,                0.84615,                 0.8844,                0.63083,                0.66117,                 1.5599,                0.49633,                0.89029,              7.541e-05,              7.541e-05,              7.541e-05
                    114,                 0.7762,                 1.8066,                0.65736,                0.97605,                0.88427,                0.88347,                0.92155,                0.77393,                0.84929,                0.84803,                0.88515,                0.62804,                0.66058,                 1.5577,                0.49464,                 0.8899,             7.5018e-05,             7.5018e-05,             7.5018e-05
                    115,                0.78123,                 1.7934,                0.64265,                0.98013,                0.87206,                0.88885,                   0.92,                0.77635,                0.90871,                 0.8093,                0.88296,                0.63067,                0.65863,                 1.5575,                0.49315,                0.89059,             7.4625e-05,             7.4625e-05,             7.4625e-05
                    116,                0.76912,                 1.7417,                0.64795,                0.97803,                0.86354,                0.88941,                 0.9193,                0.77867,                0.91022,                0.80706,                 0.8852,                0.63014,                0.65679,                 1.5515,                0.48972,                0.89056,             7.4232e-05,             7.4232e-05,             7.4232e-05
                    117,                0.76759,                 1.7286,                0.62288,                0.96186,                0.86505,                 0.8909,                0.92052,                0.78133,                0.92082,                0.79962,                0.88604,                0.62658,                0.65578,                 1.5494,                0.48556,                 0.8903,              7.384e-05,              7.384e-05,              7.384e-05
                    118,                0.73011,                 1.7162,                0.64755,                0.95725,                0.91441,                0.85708,                0.92291,                0.78202,                0.88225,                0.81844,                0.88638,                0.62743,                0.65941,                 1.5502,                0.48424,                0.89019,             7.3447e-05,             7.3447e-05,             7.3447e-05
                    119,                0.77328,                 1.7463,                0.63738,                0.97233,                0.90955,                0.85062,                0.91923,                0.78111,                0.89528,                0.81386,                0.89181,                0.62781,                0.65841,                 1.5469,                  0.483,                0.88949,             7.3054e-05,             7.3054e-05,             7.3054e-05
                    120,                0.74685,                 1.6645,                0.62983,                0.96348,                0.91444,                0.85387,                0.92055,                 0.7822,                0.91098,                0.81525,                0.89266,                0.63101,                0.65258,                 1.5423,                0.48006,                0.88798,             7.2661e-05,             7.2661e-05,             7.2661e-05
                    121,                 0.7266,                 1.7219,                0.61694,                0.95343,                0.91455,                0.84897,                0.91706,                0.78337,                0.91625,                0.80915,                0.89231,                0.63583,                0.64751,                  1.538,                0.47549,                0.88658,             7.2269e-05,             7.2269e-05,             7.2269e-05
                    122,                0.79387,                  1.763,                0.64798,                0.96904,                0.87221,                 0.8858,                 0.9171,                0.78252,                0.85293,                0.86405,                0.89625,                  0.638,                0.64693,                 1.5321,                0.47416,                0.88637,             7.1876e-05,             7.1876e-05,             7.1876e-05
                    123,                 0.7774,                 1.7675,                 0.6507,                0.96779,                 0.8946,                0.88091,                0.92042,                0.78217,                0.86934,                0.85934,                0.89604,                0.63707,                0.64631,                 1.5303,                0.47575,                0.88589,             7.1483e-05,             7.1483e-05,             7.1483e-05
                    124,                0.76111,                 1.7328,                0.61595,                0.96289,                0.91535,                0.86654,                 0.9195,                0.78298,                0.89241,                0.84818,                0.89565,                0.63726,                0.64676,                 1.5326,                0.47749,                0.88552,             7.1091e-05,             7.1091e-05,             7.1091e-05
                    125,                0.73806,                 1.6529,                0.62728,                0.96008,                0.91697,                0.86149,                0.92075,                0.78592,                 0.8959,                0.84447,                0.89529,                0.64228,                0.64558,                 1.5277,                0.47332,                0.88525,             7.0698e-05,             7.0698e-05,             7.0698e-05
                    126,                0.77273,                 1.7927,                0.64285,                0.96662,                0.92182,                0.85375,                 0.9213,                 0.7873,                 0.9029,                0.82881,                0.89002,                0.64196,                0.64185,                 1.5209,                0.47104,                0.88404,             7.0305e-05,             7.0305e-05,             7.0305e-05
                    127,                0.76644,                 1.7423,                 0.6392,                0.96107,                0.92351,                0.85602,                0.92179,                0.78707,                0.90504,                 0.8285,                0.88858,                0.64633,                0.64027,                 1.5166,                0.47279,                0.88286,             6.9912e-05,             6.9912e-05,             6.9912e-05
                    128,                0.74744,                 1.7489,                0.63236,                0.96896,                0.92994,                 0.8464,                0.92178,                0.78619,                0.91315,                 0.8225,                0.88604,                0.64332,                0.64188,                 1.5194,                0.47473,                0.88289,              6.952e-05,              6.952e-05,              6.952e-05
                    129,                0.74475,                 1.7131,                0.62614,                0.96504,                0.92762,                0.85358,                0.91996,                0.78019,                0.90688,                 0.8203,                0.87337,                0.63856,                0.64116,                 1.5313,                0.47386,                0.88306,             6.9127e-05,             6.9127e-05,             6.9127e-05
                    130,                 0.7352,                 1.7127,                0.60667,                 0.9531,                0.93005,                0.85074,                0.92071,                 0.7858,                0.90711,                0.82083,                0.87306,                0.63982,                0.63789,                 1.5372,                0.47196,                 0.8825,             6.8734e-05,             6.8734e-05,             6.8734e-05
                    131,                0.73738,                 1.7373,                0.64695,                0.96486,                0.92347,                0.86265,                0.92316,                0.78669,                0.91036,                0.83189,                0.88451,                0.64293,                0.63821,                 1.5292,                0.47277,                0.88262,             6.8342e-05,             6.8342e-05,             6.8342e-05
                    132,                0.73036,                  1.681,                0.61505,                0.95725,                0.92451,                0.86284,                0.92405,                0.78483,                0.90079,                 0.8339,                0.88703,                0.64488,                0.63516,                 1.5187,                0.47075,                0.88247,             6.7949e-05,             6.7949e-05,             6.7949e-05
                    133,                0.74752,                 1.7751,                0.62378,                0.96136,                 0.9233,                0.85827,                0.92238,                0.78748,                0.90647,                0.83249,                 0.8866,                0.64487,                0.63332,                 1.5133,                0.46789,                0.88226,             6.7556e-05,             6.7556e-05,             6.7556e-05
                    134,                  0.739,                 1.6958,                0.64845,                0.96149,                 0.9186,                0.86714,                0.92464,                0.78395,                0.89685,                0.83377,                0.88396,                0.64337,                0.63376,                 1.5148,                0.46874,                0.88147,             6.7164e-05,             6.7164e-05,             6.7164e-05
                    135,                0.73827,                  1.729,                0.62616,                0.95765,                0.92465,                0.85933,                0.92269,                0.78459,                0.91662,                0.81869,                0.88103,                0.63963,                0.63571,                 1.5219,                0.47224,                0.88135,             6.6771e-05,             6.6771e-05,             6.6771e-05
                    136,                0.72134,                 1.6538,                0.59809,                0.94374,                 0.9301,                0.85686,                0.92506,                0.78566,                0.91557,                0.82429,                0.88319,                0.63916,                0.63725,                 1.5222,                0.47824,                0.88085,             6.6378e-05,             6.6378e-05,             6.6378e-05
                    137,                0.74434,                 1.7402,                0.62416,                0.95722,                0.91835,                0.87244,                0.92655,                0.78704,                0.92061,                0.83468,                0.89112,                0.63964,                0.63794,                 1.5146,                 0.4775,                0.88012,             6.5986e-05,             6.5986e-05,             6.5986e-05
                    138,                0.71162,                 1.6432,                0.59216,                0.95842,                0.90666,                0.87649,                0.92676,                 0.7892,                0.88706,                0.85137,                0.88994,                0.64013,                0.63629,                 1.5073,                0.47146,                0.87893,             6.5593e-05,             6.5593e-05,             6.5593e-05
                    139,                 0.7061,                 1.6624,                0.59027,                0.94875,                0.90483,                0.87637,                0.92824,                0.79127,                0.89191,                0.84346,                0.88853,                0.64227,                0.63274,                 1.5079,                0.46682,                0.87745,               6.52e-05,               6.52e-05,               6.52e-05
                    140,                0.73166,                 1.6535,                0.60637,                0.95429,                0.90874,                0.86749,                0.92811,                0.79335,                0.89768,                0.84352,                 0.8876,                0.64551,                0.62689,                 1.5034,                0.46475,                0.87639,             6.4807e-05,             6.4807e-05,             6.4807e-05
                    141,                0.72462,                 1.7121,                 0.5958,                0.95295,                0.91309,                0.86479,                0.92825,                0.79222,                0.89231,                0.84629,                 0.8907,                0.64434,                0.62281,                 1.4988,                0.46402,                 0.8753,             6.4415e-05,             6.4415e-05,             6.4415e-05
                    142,                0.72203,                 1.6511,                 0.6176,                0.94154,                  0.913,                0.86138,                0.92663,                0.79277,                0.89261,                0.84188,                0.89212,                0.64408,                0.62238,                  1.502,                  0.467,                0.87545,             6.4022e-05,             6.4022e-05,             6.4022e-05
                    143,                 0.7409,                  1.698,                0.60729,                0.95186,                0.91995,                0.85976,                0.92899,                0.79279,                 0.8986,                0.83442,                0.89036,                0.64517,                 0.6205,                 1.4933,                0.46527,                0.87479,             6.3629e-05,             6.3629e-05,             6.3629e-05
                    144,                0.71169,                 1.6945,                0.59946,                0.95251,                 0.9206,                0.86273,                0.92664,                0.78831,                0.90267,                  0.833,                0.89008,                0.64715,                0.62222,                 1.4894,                0.46163,                0.87473,             6.3237e-05,             6.3237e-05,             6.3237e-05
                    145,                 0.7487,                 1.7762,                 0.6246,                0.97509,                0.90618,                0.87249,                0.92677,                0.79192,                0.86083,                0.86174,                0.89474,                 0.6515,                0.62302,                 1.4906,                0.45806,                0.87443,             6.2844e-05,             6.2844e-05,             6.2844e-05
                    146,                 0.7095,                 1.6627,                0.59577,                 0.9544,                0.92644,                0.86107,                0.92628,                0.79384,                0.88963,                0.84137,                0.89456,                 0.6459,                0.61911,                 1.4876,                0.45372,                0.87311,             6.2451e-05,             6.2451e-05,             6.2451e-05
                    147,                0.72564,                 1.6471,                0.62385,                0.96119,                0.92807,                0.85538,                0.92746,                0.79315,                0.89662,                0.83635,                 0.8936,                0.64606,                0.61984,                 1.4867,                0.45403,                0.87285,             6.2059e-05,             6.2059e-05,             6.2059e-05
                    148,                0.71827,                 1.7064,                0.60033,                0.94892,                0.92024,                0.85664,                0.93074,                0.79121,                0.87525,                 0.8486,                0.89003,                 0.6462,                0.62396,                 1.4866,                  0.455,                0.87438,             6.1666e-05,             6.1666e-05,             6.1666e-05
                    149,                0.77242,                 1.8042,                0.62193,                 0.9497,                0.92575,                0.85926,                0.93167,                0.79061,                0.86251,                0.85826,                0.88877,                0.64458,                0.62303,                 1.4897,                0.45405,                0.87444,             6.1273e-05,             6.1273e-05,             6.1273e-05
                    150,                0.72348,                 1.6905,                0.60688,                0.94546,                0.92654,                0.86619,                0.92999,                0.79181,                0.86265,                0.85981,                0.88676,                0.64965,                0.61974,                 1.4846,                0.45526,                0.87389,              6.088e-05,              6.088e-05,              6.088e-05
                    151,                0.75486,                 1.7523,                 0.6176,                 0.9619,                0.92173,                0.87213,                0.93024,                0.78982,                0.86984,                0.85304,                0.88608,                 0.6516,                0.62084,                 1.4849,                0.45931,                0.87393,             6.0488e-05,             6.0488e-05,             6.0488e-05
                    152,                0.74424,                 1.6851,                0.62077,                0.94832,                0.92311,                 0.8704,                0.93176,                0.79073,                0.87994,                 0.8501,                0.89044,                0.65622,                0.62387,                 1.4856,                0.46117,                0.87403,             6.0095e-05,             6.0095e-05,             6.0095e-05
                    153,                0.73155,                 1.7554,                0.60967,                0.94877,                0.92479,                0.87269,                0.93237,                0.79031,                0.88314,                0.85878,                0.88869,                0.65339,                0.62485,                 1.4859,                0.46186,                0.87363,             5.9702e-05,             5.9702e-05,             5.9702e-05
                    154,                0.75101,                 1.7536,                 0.6047,                0.95501,                0.92535,                0.87525,                0.93379,                0.79365,                0.88794,                0.84026,                0.89073,                0.65365,                0.62387,                 1.4855,                0.46181,                0.87281,              5.931e-05,              5.931e-05,              5.931e-05
                    155,                 0.7861,                 1.7951,                0.63775,                0.95614,                 0.9272,                0.86982,                0.93278,                0.79237,                0.88838,                0.84204,                0.89264,                0.65253,                0.62344,                 1.4838,                0.46184,                0.87287,             5.8917e-05,             5.8917e-05,             5.8917e-05
                    156,                0.70486,                 1.6345,                0.60782,                0.94296,                0.92649,                0.86951,                0.93364,                0.79484,                0.89527,                0.83661,                0.89205,                0.65028,                 0.6214,                   1.48,                0.45882,                0.87243,             5.8524e-05,             5.8524e-05,             5.8524e-05
                    157,                0.70619,                 1.6577,                0.58481,                0.93852,                 0.9225,                0.86967,                0.93359,                0.79547,                0.89105,                0.83304,                0.89122,                0.64622,                 0.6181,                 1.4734,                0.45506,                0.87187,             5.8131e-05,             5.8131e-05,             5.8131e-05
                    158,                0.75452,                 1.7243,                0.61108,                0.96623,                0.92962,                0.86342,                0.93386,                0.80116,                0.89864,                0.82548,                0.89036,                0.64525,                0.61373,                 1.4672,                0.45316,                0.87091,             5.7739e-05,             5.7739e-05,             5.7739e-05
                    159,                0.72102,                 1.6081,                0.58649,                0.94703,                0.93674,                0.86439,                0.93444,                 0.8022,                0.88701,                0.83996,                0.89277,                0.64686,                0.60935,                 1.4627,                0.45001,                0.87034,             5.7346e-05,             5.7346e-05,             5.7346e-05
                    160,                0.72037,                 1.6051,                 0.6089,                0.94024,                 0.9326,                0.86817,                0.93411,                0.79917,                0.88607,                0.84084,                0.89059,                0.64565,                0.60988,                  1.464,                 0.4499,                0.86989,             5.6953e-05,             5.6953e-05,             5.6953e-05
                    161,                0.68515,                 1.5667,                0.58887,                0.93871,                0.93669,                 0.8647,                0.93288,                0.79759,                0.89373,                0.82891,                0.88982,                0.64482,                0.61094,                 1.4607,                0.44931,                0.86947,             5.6561e-05,             5.6561e-05,             5.6561e-05
                    162,                0.68986,                 1.5743,                0.57137,                0.94503,                0.93063,                0.86665,                0.93311,                0.79896,                0.91738,                0.83878,                0.90273,                0.64256,                 0.6069,                 1.4569,                0.44737,                0.86852,             5.6168e-05,             5.6168e-05,             5.6168e-05
                    163,                0.68283,                  1.575,                0.59609,                0.95436,                0.92392,                0.87457,                0.93347,                0.79926,                0.89754,                 0.8522,                0.90364,                0.64522,                0.60486,                 1.4537,                0.44792,                0.86772,             5.5775e-05,             5.5775e-05,             5.5775e-05
                    164,                0.67325,                 1.5362,                0.57809,                0.95248,                0.88306,                0.89367,                0.93115,                0.79558,                0.93941,                0.81692,                0.90051,                 0.6467,                0.60263,                 1.4519,                0.44677,                0.86732,             5.5383e-05,             5.5383e-05,             5.5383e-05
                    165,                0.71212,                 1.6619,                0.57358,                0.95509,                0.91669,                0.86233,                0.93119,                0.79653,                0.93229,                0.82002,                0.90201,                0.65121,                0.60407,                 1.4513,                0.44622,                 0.8676,              5.499e-05,              5.499e-05,              5.499e-05
                    166,                0.70595,                 1.5924,                0.57423,                0.94063,                0.92666,                0.85512,                0.92438,                0.79588,                0.90682,                0.83777,                 0.9026,                0.65083,                0.60409,                 1.4496,                0.44631,                0.86754,             5.4597e-05,             5.4597e-05,             5.4597e-05
                    167,                0.73176,                 1.6717,                0.60152,                0.94928,                0.91985,                  0.865,                0.92553,                0.79932,                0.90272,                 0.8412,                0.90287,                0.65323,                0.60352,                 1.4459,                 0.4482,                0.86749,             5.4204e-05,             5.4204e-05,             5.4204e-05
                    168,                0.70595,                 1.6224,                0.59569,                0.94976,                0.91649,                0.86793,                0.93313,                0.80508,                 0.8937,                0.84838,                0.90916,                0.65486,                0.60322,                 1.4451,                0.44884,                0.86732,             5.3812e-05,             5.3812e-05,             5.3812e-05
                    169,                0.68713,                 1.5803,                0.57833,                0.94015,                0.92215,                 0.8634,                0.93238,                0.79754,                0.88804,                0.83867,                0.90247,                0.64714,                0.60417,                 1.4467,                0.44907,                0.86722,             5.3419e-05,             5.3419e-05,             5.3419e-05
                    170,                 0.7331,                 1.6442,                0.59096,                0.96326,                0.92785,                0.86349,                0.93405,                 0.8014,                0.89527,                0.83555,                0.90114,                0.64811,                0.60457,                 1.4445,                0.45037,                0.86729,             5.3026e-05,             5.3026e-05,             5.3026e-05
                    171,                0.73488,                  1.682,                 0.5887,                0.94037,                0.88994,                0.89298,                0.93635,                0.80576,                0.86379,                0.86095,                0.89765,                0.65174,                0.60258,                 1.4419,                0.44851,                0.86725,             5.2634e-05,             5.2634e-05,             5.2634e-05
                    172,                 0.6965,                 1.6413,                0.56754,                0.95053,                  0.894,                0.89312,                 0.9359,                0.80778,                0.85948,                 0.8608,                0.89586,                0.64948,                0.60096,                 1.4408,                0.44894,                0.86744,             5.2241e-05,             5.2241e-05,             5.2241e-05
                    173,                0.75233,                 1.7147,                0.61189,                0.95802,                0.89217,                0.89847,                0.93598,                0.80965,                0.86042,                0.86406,                0.90054,                0.65223,                0.60119,                 1.4355,                0.44901,                0.86721,             5.1848e-05,             5.1848e-05,             5.1848e-05
                    174,                0.71026,                 1.5942,                0.59336,                0.95376,                0.89692,                0.89858,                0.93639,                0.80694,                0.86082,                0.86217,                0.89769,                0.65633,                0.60107,                 1.4349,                0.44976,                0.86691,             5.1456e-05,             5.1456e-05,             5.1456e-05
                    175,                0.74099,                  1.652,                0.61257,                0.95798,                0.88504,                0.90116,                0.93309,                0.80583,                0.85078,                0.86536,                0.90134,                0.65686,                0.60202,                  1.436,                0.44909,                0.86748,             5.1063e-05,             5.1063e-05,             5.1063e-05
                    176,                0.73217,                 1.6704,                0.59633,                0.95256,                0.89515,                0.89657,                0.93369,                 0.8062,                0.86408,                0.86774,                0.90732,                0.65735,                  0.603,                 1.4352,                0.44868,                0.86771,              5.067e-05,              5.067e-05,              5.067e-05
                    177,                0.76339,                 1.7118,                0.60964,                   0.95,                0.90423,                0.89146,                0.93333,                0.80742,                0.87498,                0.86505,                0.90828,                0.65711,                0.60035,                 1.4337,                0.44633,                 0.8672,             5.0278e-05,             5.0278e-05,             5.0278e-05
                    178,                0.71413,                 1.6289,                0.59158,                0.93753,                0.90571,                0.89458,                0.93743,                0.80875,                0.87975,                0.87125,                0.91291,                0.65878,                0.60139,                  1.431,                0.44411,                0.86706,             4.9885e-05,             4.9885e-05,             4.9885e-05
                    179,                0.69796,                 1.6174,                0.59641,                 0.9528,                0.89751,                0.89992,                0.93811,                0.81072,                0.87074,                0.87437,                0.91285,                0.65878,                0.60104,                  1.429,                  0.444,                0.86677,             4.9492e-05,             4.9492e-05,             4.9492e-05
                    180,                0.73449,                 1.6519,                 0.6072,                0.95661,                0.88204,                0.90709,                0.93849,                0.81028,                0.85765,                0.87999,                0.91212,                 0.6605,                0.60023,                 1.4264,                0.44222,                0.86633,             4.9099e-05,             4.9099e-05,             4.9099e-05
                    181,                0.70739,                 1.6315,                0.57361,                0.94096,                0.87591,                 0.9119,                0.93999,                0.80728,                0.84976,                0.88555,                0.91309,                0.65745,                0.59823,                 1.4256,                0.43987,                0.86602,             4.8707e-05,             4.8707e-05,             4.8707e-05
                    182,                0.75954,                 1.7398,                0.60682,                0.95924,                0.88104,                 0.9072,                0.93931,                0.80756,                0.85258,                   0.88,                  0.911,                0.65746,                0.59527,                 1.4266,                0.43812,                0.86532,             4.8314e-05,             4.8314e-05,             4.8314e-05
                    183,                0.69467,                  1.628,                 0.5605,                0.94319,                0.89459,                0.89709,                0.93983,                0.80281,                0.86492,                0.87155,                0.90328,                0.65701,                0.59341,                 1.4303,                0.43802,                0.86484,             4.7921e-05,             4.7921e-05,             4.7921e-05
                    184,                0.69633,                 1.6134,                0.56955,                0.93153,                0.89882,                0.89295,                0.93973,                0.80476,                0.86867,                0.87114,                0.90374,                0.65831,                0.59173,                 1.4307,                0.43714,                 0.8645,             4.7529e-05,             4.7529e-05,             4.7529e-05
                    185,                0.69511,                 1.6609,                0.56958,                0.93163,                 0.9075,                0.89011,                0.94029,                0.80801,                0.90733,                0.85208,                0.91084,                0.65913,                0.59023,                 1.4279,                0.43598,                0.86385,             4.7136e-05,             4.7136e-05,             4.7136e-05
                    186,                0.69459,                 1.5941,                0.56383,                0.93197,                0.90758,                0.89179,                0.94018,                0.81088,                0.90586,                0.85159,                0.91084,                0.66233,                0.58914,                  1.424,                0.43434,                0.86323,             4.6743e-05,             4.6743e-05,             4.6743e-05
                    187,                0.74591,                 1.7549,                0.61407,                0.95477,                0.90708,                0.89415,                0.94127,                0.81018,                0.89505,                0.85845,                0.91067,                0.66249,                0.58873,                 1.4207,                0.43331,                0.86245,              4.635e-05,              4.635e-05,              4.635e-05
                    188,                0.69119,                 1.5939,                0.57829,                0.93523,                0.90985,                0.89384,                0.94132,                0.81272,                 0.8825,                0.85292,                0.90136,                0.65799,                0.58798,                 1.4226,                0.43441,                0.86186,             4.5958e-05,             4.5958e-05,             4.5958e-05
                    189,                0.69587,                  1.653,                0.57105,                0.95589,                0.91252,                0.88991,                0.94107,                0.81134,                0.87711,                0.84893,                0.89564,                0.65616,                0.58775,                 1.4226,                0.43449,                 0.8612,             4.5565e-05,             4.5565e-05,             4.5565e-05
                    190,                0.68351,                 1.5503,                0.56471,                0.94803,                0.91066,                0.89235,                0.94025,                0.81322,                0.88036,                0.84524,                0.89303,                0.65447,                0.58758,                 1.4241,                 0.4366,                 0.8605,             4.5172e-05,             4.5172e-05,             4.5172e-05
                    191,                 0.6874,                 1.6123,                0.55915,                0.93566,                0.90851,                0.89245,                 0.9392,                0.81417,                0.89074,                0.84728,                 0.9024,                0.65929,                0.58547,                 1.4216,                0.43696,                0.85982,              4.478e-05,              4.478e-05,              4.478e-05
                    192,                0.70558,                 1.6494,                0.56749,                0.93832,                0.91306,                0.89014,                0.93899,                0.81466,                0.88384,                0.85328,                0.89989,                 0.6621,                0.58427,                 1.4198,                 0.4363,                0.86014,             4.4387e-05,             4.4387e-05,             4.4387e-05
                    193,                 0.6611,                 1.5498,                 0.5547,                0.94069,                0.91145,                0.88875,                0.93717,                0.81295,                0.88308,                0.85237,                0.89916,                0.66129,                0.58323,                 1.4184,                0.43552,                0.86034,             4.3994e-05,             4.3994e-05,             4.3994e-05
                    194,                0.70226,                 1.6104,                0.56328,                0.93746,                0.91149,                0.88204,                0.93681,                0.81289,                0.88683,                0.84539,                0.90001,                0.66357,                0.58277,                 1.4148,                0.43436,                0.85961,             4.3602e-05,             4.3602e-05,             4.3602e-05
                    195,                0.70123,                 1.5956,                0.57274,                0.93745,                0.90889,                0.88116,                0.93383,                0.81034,                0.88654,                0.84374,                0.89929,                0.66019,                0.58461,                 1.4127,                0.43433,                0.85949,             4.3209e-05,             4.3209e-05,             4.3209e-05
                    196,                0.71529,                 1.6087,                0.57399,                0.94059,                0.91378,                0.88487,                0.93539,                0.80523,                  0.895,                0.83894,                0.89845,                0.65939,                0.58574,                 1.4142,                0.43427,                0.85949,             4.2816e-05,             4.2816e-05,             4.2816e-05
                    197,                 0.6762,                 1.5954,                0.55798,                0.94313,                0.91608,                0.87603,                0.93235,                0.81215,                 0.8972,                0.83744,                0.89676,                0.65808,                0.58407,                 1.4172,                0.43322,                0.85948,             4.2423e-05,             4.2423e-05,             4.2423e-05
                    198,                0.68401,                 1.5883,                0.58569,                0.94785,                0.91632,                0.87894,                0.93218,                0.80799,                0.89678,                0.83838,                0.89595,                0.65915,                0.58347,                 1.4168,                0.43341,                0.85942,             4.2031e-05,             4.2031e-05,             4.2031e-05
                    199,                0.70306,                 1.6032,                0.59335,                0.94293,                0.90941,                0.88087,                0.93327,                0.80623,                 0.9056,                0.82642,                0.89578,                0.65784,                0.58402,                 1.4149,                0.43344,                0.85947,             4.1638e-05,             4.1638e-05,             4.1638e-05
                    200,                0.72313,                 1.6209,                0.57944,                0.95926,                0.90924,                0.88133,                0.93413,                0.80746,                0.89739,                0.82929,                0.89411,                0.65788,                0.58332,                 1.4116,                0.43146,                0.85979,             4.1245e-05,             4.1245e-05,             4.1245e-05
                    201,                0.68039,                 1.5573,                0.56402,                0.94122,                0.90976,                0.88309,                0.93432,                0.80873,                0.89126,                0.84419,                0.89097,                0.65877,                0.58224,                 1.4102,                   0.43,                0.86042,             4.0853e-05,             4.0853e-05,             4.0853e-05
                    202,                0.69526,                 1.6304,                0.56302,                0.94057,                0.91385,                0.88056,                 0.9342,                0.80768,                0.89613,                0.83941,                0.89018,                0.65501,                0.58075,                 1.4097,                0.42946,                0.86056,              4.046e-05,              4.046e-05,              4.046e-05
                    203,                0.69063,                 1.6053,                0.55668,                0.93276,                0.91496,                0.88118,                 0.9376,                 0.8094,                0.89303,                0.84116,                0.88651,                 0.6544,                0.57975,                 1.4072,                0.42864,                0.85999,             4.0067e-05,             4.0067e-05,             4.0067e-05
                    204,                0.65399,                 1.5388,                0.54498,                0.94231,                0.91797,                0.88147,                0.93809,                0.80849,                0.88588,                0.84551,                0.88718,                0.65643,                0.57722,                  1.406,                0.42844,                0.85911,             3.9675e-05,             3.9675e-05,             3.9675e-05
                    205,                0.68886,                 1.5823,                0.56295,                0.94615,                0.92098,                0.87822,                0.93791,                0.81085,                  0.889,                0.84402,                0.88938,                0.65645,                0.57658,                 1.4058,                 0.4272,                 0.8585,             3.9282e-05,             3.9282e-05,             3.9282e-05
                    206,                0.71311,                 1.6179,                0.58034,                0.94454,                0.92088,                0.87557,                0.93792,                0.81428,                0.90042,                0.83526,                 0.8906,                0.65905,                0.57546,                 1.4025,                0.42731,                0.85743,             3.8889e-05,             3.8889e-05,             3.8889e-05
                    207,                0.71935,                 1.6118,                0.57718,                0.94124,                0.90043,                0.89169,                0.93802,                0.81178,                0.90841,                0.84171,                0.89579,                0.65958,                0.57495,                 1.4039,                0.42545,                0.85738,             3.8496e-05,             3.8496e-05,             3.8496e-05
                    208,                0.65284,                 1.4775,                0.56006,                0.93471,                0.89733,                0.89408,                0.93137,                0.81493,                0.87481,                0.86346,                0.89281,                0.66244,                0.57471,                 1.4052,                0.42604,                0.85703,             3.8104e-05,             3.8104e-05,             3.8104e-05
                    209,                0.72405,                 1.6046,                0.57003,                 0.9394,                0.90248,                0.88631,                0.93835,                0.81253,                0.88516,                0.86186,                0.90054,                0.66304,                 0.5757,                 1.4055,                0.42546,                0.85663,             3.7711e-05,             3.7711e-05,             3.7711e-05
                    210,                0.70959,                 1.5975,                0.57017,                0.94432,                 0.8991,                0.89324,                 0.9393,                0.81368,                0.89246,                0.85434,                0.90059,                0.66384,                0.57565,                 1.4039,                0.42496,                0.85672,             3.7318e-05,             3.7318e-05,             3.7318e-05
